id,garden_points_status,commitment_months,participation_history,project_focus_code,requested_resources_value,personal_reserve_status,volunteer_tenure_bracket,time_commitment_rate,household_profile,co_sponsor_presence,years_in_neighborhood_bracket,asset_contribution_type,member_age,other_support_plans,housing_situation,existing_commitments_count,role_skill_tier,dependents_supported,has_phone,newcomer_status,support_outcome
137,No points account,27.0,Delayed in prior commitments,Transport (used),8613.0,Reserve: ≥1000,1<=X<4,2.0,Single adult,No co-sponsor,2.0,Shared tools,27.0,None,Own housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,good
9,No points account,12.0,Previous roles completed,Communications equipment,3059.0,Reserve: ≥1000,4<=X<7,2.0,Recently separated household,No co-sponsor,4.0,Community plot share,61.0,None,Own housing,1.0,Unskilled resident,1.0,No phone,Newcomer,good
162,No points account,18.0,Issues on prior roles,Transport (new),1055.0,Reserve: <100,<1,4.0,Adult w/ dependents or shared household,No co-sponsor,1.0,Long-term fund,30.0,None,Own housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,good
808,No points account,12.0,Issues on prior roles,Communications equipment,930.0,No reserve,>=7,4.0,Single adult,No co-sponsor,4.0,Community plot share,65.0,None,Own housing,4.0,Skilled volunteer,1.0,No phone,Newcomer,good
940,No points account,24.0,Issues on prior roles,Transport (used),6842.0,No reserve,1<=X<4,2.0,Single adult,No co-sponsor,4.0,Long-term fund,46.0,None,Own housing,2.0,Highly skilled / lead,2.0,Has phone,Newcomer,good
625,Points negative,18.0,Previous roles completed,Communications equipment,2600.0,Reserve: <100,1<=X<4,4.0,Single adult,No co-sponsor,4.0,No tangible assets,65.0,None,Hosted / no rent,2.0,Skilled volunteer,1.0,No phone,Newcomer,bad
947,Points negative,24.0,All roles on time,Workshop equipment,3349.0,Reserve: 500–999,<1,4.0,Single adult,No co-sponsor,4.0,No tangible assets,30.0,None,Hosted / no rent,1.0,Skilled volunteer,2.0,Has phone,Newcomer,bad
724,Points 0–199,9.0,Previous roles completed,Communications equipment,790.0,Reserve: 500–999,1<=X<4,4.0,Adult w/ dependents or shared household,No co-sponsor,3.0,Community plot share,66.0,None,Own housing,1.0,Unskilled resident,1.0,No phone,Newcomer,good
895,No points account,18.0,Issues on prior roles,Communications equipment,1169.0,No reserve,1<=X<4,4.0,Single adult,No co-sponsor,3.0,Long-term fund,29.0,None,Own housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,good
687,Points 200+,10.0,Issues on prior roles,Communications equipment,1347.0,No reserve,4<=X<7,4.0,Single adult,No co-sponsor,2.0,Long-term fund,27.0,None,Own housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,good
960,Points 0–199,24.0,Previous roles completed,Workshop equipment,3069.0,Reserve: 100–499,>=7,4.0,Single adult,No co-sponsor,4.0,No tangible assets,30.0,None,Hosted / no rent,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
381,Points negative,20.0,Previous roles completed,Workshop equipment,2212.0,No reserve,4<=X<7,4.0,Single adult,No co-sponsor,4.0,Shared tools,39.0,None,Own housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
370,Points 0–199,18.0,Previous roles completed,Workshop equipment,3001.0,Reserve: <100,4<=X<7,2.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Community plot share,40.0,None,Rented housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
211,No points account,9.0,Issues on prior roles,Communications equipment,3074.0,No reserve,1<=X<4,1.0,Single adult,No co-sponsor,2.0,Community plot share,33.0,None,Own housing,2.0,Skilled volunteer,2.0,No phone,Newcomer,good
483,Points negative,30.0,Previous roles completed,Workshop equipment,3622.0,Reserve: ≥1000,>=7,4.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Long-term fund,57.0,None,Rented housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,good
649,Points 200+,24.0,Previous roles completed,Transport (new),947.0,Reserve: <100,4<=X<7,4.0,Single adult,No co-sponsor,3.0,No tangible assets,38.0,Partner bank,Hosted / no rent,1.0,Skilled volunteer,2.0,No phone,Newcomer,bad
763,Points negative,12.0,Previous roles completed,Communications equipment,2214.0,Reserve: <100,1<=X<4,4.0,Single adult,No co-sponsor,3.0,Long-term fund,24.0,None,Own housing,1.0,Unskilled resident,1.0,No phone,Newcomer,good
990,Points 0–199,24.0,Issues on prior roles,Communications equipment,1743.0,Reserve: <100,>=7,4.0,Single adult,No co-sponsor,2.0,Long-term fund,48.0,None,Own housing,2.0,Unskilled resident,1.0,No phone,Newcomer,good
140,Points 200+,12.0,Previous roles completed,Communications equipment,1881.0,Reserve: <100,1<=X<4,2.0,Adult w/ dependents or shared household,No co-sponsor,2.0,Shared tools,44.0,None,Rented housing,1.0,Unskilled resident,1.0,Has phone,Newcomer,good
247,No points account,12.0,Issues on prior roles,Communications equipment,717.0,Reserve: <100,>=7,4.0,Single adult,No co-sponsor,4.0,Community plot share,52.0,None,Own housing,3.0,Skilled volunteer,1.0,No phone,Newcomer,good
473,Points negative,9.0,Previous roles completed,Transport (new),654.0,Reserve: <100,1<=X<4,4.0,Single adult,No co-sponsor,3.0,Shared tools,28.0,None,Own housing,1.0,Unskilled resident,1.0,No phone,Newcomer,bad
946,Points 0–199,48.0,No prior roles / all on time,Transport (new),8358.0,Reserve: 500–999,<1,1.0,Adult w/ dependents or shared household,No co-sponsor,1.0,Shared tools,30.0,None,Own housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,good
204,Points negative,12.0,Previous roles completed,Retraining,902.0,Reserve: <100,4<=X<7,4.0,Committed/shared household,No co-sponsor,4.0,Long-term fund,21.0,None,Rented housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,bad
263,Points negative,18.0,Issues on prior roles,Transport (new),5302.0,Reserve: <100,>=7,2.0,Single adult,No co-sponsor,4.0,No tangible assets,36.0,None,Hosted / no rent,3.0,Highly skilled / lead,1.0,Has phone,Newcomer,good
440,Points 200+,12.0,All roles on time,Microenterprise support,609.0,Reserve: <100,<1,4.0,Adult w/ dependents or shared household,No co-sponsor,1.0,Community plot share,26.0,None,Own housing,1.0,Unemployed / non-resident unskilled,1.0,No phone,Newcomer,bad
955,Points negative,12.0,Previous roles completed,Transport (new),1893.0,Reserve: <100,1<=X<4,4.0,Adult w/ dependents or shared household,Mentor sponsor,4.0,Long-term fund,29.0,None,Own housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
165,No points account,36.0,Previous roles completed,Transport (new),909.0,Reserve: 500–999,>=7,4.0,Single adult,No co-sponsor,4.0,Long-term fund,36.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
352,Points 0–199,9.0,Previous roles completed,Workshop equipment,959.0,Reserve: <100,1<=X<4,1.0,Adult w/ dependents or shared household,No co-sponsor,2.0,Shared tools,29.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Local resident,bad
295,No points account,48.0,Issues on prior roles,Microenterprise support,7629.0,No reserve,>=7,4.0,Recently separated household,No co-sponsor,2.0,Shared tools,46.0,Partner bank,Own housing,2.0,Highly skilled / lead,2.0,No phone,Newcomer,good
629,No points account,42.0,Issues on prior roles,Workshop equipment,4042.0,Reserve: 500–999,1<=X<4,4.0,Single adult,No co-sponsor,4.0,Community plot share,36.0,None,Own housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,good
377,No points account,18.0,Delayed in prior commitments,Communications equipment,2320.0,Reserve: <100,unemployed,2.0,Committed/shared household,No co-sponsor,3.0,Community plot share,34.0,None,Own housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,good
102,Points 0–199,36.0,Previous roles completed,Communications equipment,2323.0,Reserve: <100,4<=X<7,4.0,Single adult,No co-sponsor,4.0,Shared tools,24.0,None,Rented housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
842,No points account,21.0,Delayed in prior commitments,Transport (used),2993.0,Reserve: <100,1<=X<4,3.0,Single adult,No co-sponsor,2.0,Community plot share,28.0,Partner stores,Own housing,2.0,Unskilled resident,1.0,No phone,Newcomer,good
293,Points negative,24.0,Issues on prior roles,Transport (used),6419.0,Reserve: <100,>=7,2.0,Adult w/ dependents or shared household,No co-sponsor,4.0,No tangible assets,44.0,None,Hosted / no rent,2.0,Highly skilled / lead,2.0,Has phone,Newcomer,good
693,Points 0–199,24.0,Previous roles completed,Communications equipment,2896.0,Reserve: 100–499,<1,2.0,Single adult,No co-sponsor,1.0,Shared tools,29.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
439,Points negative,42.0,Issues on prior roles,Plot repairs,3394.0,Reserve: <100,unemployed,4.0,Single adult,Co-gardener sponsor,4.0,Shared tools,65.0,None,Own housing,2.0,Unemployed / non-resident unskilled,1.0,No phone,Newcomer,good
394,Points negative,6.0,Issues on prior roles,Communications equipment,1957.0,Reserve: <100,4<=X<7,1.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Shared tools,31.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
537,Points negative,6.0,Previous roles completed,Transport (new),1374.0,No reserve,unemployed,4.0,Adult w/ dependents or shared household,No co-sponsor,3.0,Long-term fund,75.0,None,Own housing,1.0,Highly skilled / lead,1.0,Has phone,Newcomer,good
259,No points account,15.0,Previous roles completed,Transport (used),3812.0,Reserve: 100–499,<1,1.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Shared tools,23.0,None,Own housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
670,Points 200+,30.0,Issues on prior roles,Communications equipment,3017.0,Reserve: <100,>=7,4.0,Single adult,No co-sponsor,4.0,Long-term fund,47.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
392,Points 0–199,12.0,Previous roles completed,Workshop equipment,983.0,Reserve: ≥1000,<1,1.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Community plot share,19.0,None,Rented housing,1.0,Unskilled resident,1.0,No phone,Newcomer,good
314,Points 0–199,12.0,Previous roles completed,Transport (new),685.0,Reserve: <100,4<=X<7,2.0,Committed/shared household,No co-sponsor,3.0,Shared tools,25.0,Partner bank,Own housing,1.0,Unskilled resident,1.0,No phone,Newcomer,bad
722,Points 0–199,6.0,All roles on time,Training / education,433.0,Reserve: ≥1000,<1,4.0,Adult w/ dependents or shared household,No co-sponsor,2.0,Long-term fund,24.0,Partner bank,Rented housing,1.0,Skilled volunteer,2.0,No phone,Newcomer,bad
650,Points negative,12.0,Previous roles completed,Training / education,684.0,Reserve: <100,1<=X<4,4.0,Single adult,No co-sponsor,4.0,Shared tools,40.0,None,Rented housing,1.0,Unskilled resident,2.0,No phone,Newcomer,bad
757,Points 200+,6.0,Issues on prior roles,Transport (new),1299.0,Reserve: <100,1<=X<4,1.0,Single adult,No co-sponsor,1.0,Community plot share,74.0,None,Own housing,3.0,Unemployed / non-resident unskilled,2.0,No phone,Local resident,good
509,No points account,24.0,Previous roles completed,Communications equipment,1413.0,Reserve: <100,1<=X<4,4.0,Committed/shared household,No co-sponsor,2.0,Long-term fund,28.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
766,Points 0–199,12.0,Previous roles completed,Communications equipment,1155.0,Reserve: <100,>=7,3.0,Committed/shared household,Mentor sponsor,3.0,Community plot share,40.0,Partner bank,Own housing,2.0,Unskilled resident,1.0,No phone,Newcomer,good
630,No points account,9.0,Previous roles completed,Training / education,3832.0,No reserve,>=7,1.0,Single adult,No co-sponsor,4.0,Community plot share,64.0,None,Own housing,1.0,Unskilled resident,1.0,No phone,Newcomer,good
847,No points account,18.0,Previous roles completed,Transport (new),6761.0,No reserve,1<=X<4,2.0,Single adult,No co-sponsor,4.0,Shared tools,68.0,None,Rented housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,bad
917,No points account,10.0,Previous roles completed,Transport (used),2848.0,Reserve: 100–499,1<=X<4,1.0,Single adult,Co-gardener sponsor,2.0,Community plot share,32.0,None,Own housing,1.0,Skilled volunteer,2.0,No phone,Newcomer,good
681,No points account,6.0,Previous roles completed,Training / education,1538.0,Reserve: <100,<1,1.0,Adult w/ dependents or shared household,No co-sponsor,2.0,No tangible assets,56.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
815,Points negative,48.0,Previous roles completed,Transport (new),3931.0,Reserve: <100,4<=X<7,4.0,Single adult,No co-sponsor,4.0,No tangible assets,46.0,None,Hosted / no rent,1.0,Skilled volunteer,2.0,No phone,Newcomer,bad
706,No points account,15.0,Previous roles completed,Transport (new),5324.0,Reserve: 500–999,>=7,1.0,Adult w/ dependents or shared household,No co-sponsor,4.0,No tangible assets,35.0,None,Hosted / no rent,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
461,Points negative,36.0,Previous roles completed,Workshop equipment,3620.0,Reserve: <100,1<=X<4,1.0,Single adult,Mentor sponsor,2.0,Long-term fund,37.0,None,Own housing,1.0,Skilled volunteer,2.0,No phone,Newcomer,good
925,Points negative,24.0,All roles on time,Workshop equipment,6872.0,Reserve: <100,<1,2.0,Recently separated household,No co-sponsor,1.0,Long-term fund,55.0,Partner bank,Own housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,bad
550,No points account,48.0,Issues on prior roles,Transport (used),8858.0,No reserve,4<=X<7,2.0,Single adult,No co-sponsor,1.0,No tangible assets,35.0,None,Hosted / no rent,2.0,Skilled volunteer,1.0,Has phone,Newcomer,good
788,No points account,48.0,Issues on prior roles,Transport (used),2751.0,No reserve,>=7,4.0,Single adult,No co-sponsor,3.0,Shared tools,38.0,None,Own housing,2.0,Skilled volunteer,2.0,Has phone,Newcomer,good
593,No points account,21.0,Previous roles completed,Microenterprise support,1572.0,Reserve: ≥1000,>=7,4.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Community plot share,36.0,Partner bank,Own housing,1.0,Unskilled resident,1.0,No phone,Newcomer,good
232,No points account,9.0,Previous roles completed,Transport (new),2507.0,Reserve: 500–999,>=7,2.0,Single adult,No co-sponsor,4.0,No tangible assets,51.0,None,Hosted / no rent,1.0,Unskilled resident,1.0,No phone,Newcomer,good
579,Points 0–199,36.0,Issues on prior roles,Transport (new),2820.0,Reserve: <100,<1,4.0,Recently separated household,No co-sponsor,4.0,Shared tools,27.0,None,Own housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,bad
419,No points account,21.0,Previous roles completed,Transport (new),2782.0,Reserve: 500–999,4<=X<7,1.0,Adult w/ dependents or shared household,No co-sponsor,2.0,Shared tools,31.0,Partner bank,Own housing,1.0,Highly skilled / lead,1.0,No phone,Newcomer,good
868,No points account,12.0,Issues on prior roles,Workshop equipment,3331.0,Reserve: <100,>=7,2.0,Single adult,No co-sponsor,4.0,Long-term fund,42.0,Partner stores,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
358,No points account,36.0,Delayed in prior commitments,Communications equipment,4463.0,Reserve: <100,1<=X<4,4.0,Single adult,No co-sponsor,2.0,Shared tools,26.0,None,Own housing,2.0,Highly skilled / lead,1.0,Has phone,Newcomer,bad
613,Points negative,21.0,Previous roles completed,Communications equipment,3357.0,Reserve: ≥1000,<1,4.0,Adult w/ dependents or shared household,No co-sponsor,2.0,Shared tools,29.0,Partner bank,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
732,Points negative,24.0,Previous roles completed,Communications equipment,1987.0,Reserve: <100,1<=X<4,2.0,Single adult,No co-sponsor,4.0,Community plot share,21.0,None,Rented housing,1.0,Unskilled resident,2.0,No phone,Newcomer,bad
219,Points negative,24.0,Previous roles completed,Workshop equipment,3021.0,Reserve: <100,1<=X<4,2.0,Recently separated household,No co-sponsor,2.0,Community plot share,24.0,None,Rented housing,1.0,Unskilled resident,1.0,No phone,Newcomer,good
574,Points negative,15.0,Previous roles completed,Microenterprise support,806.0,Reserve: <100,1<=X<4,4.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Long-term fund,22.0,None,Own housing,1.0,Unskilled resident,1.0,No phone,Newcomer,good
227,Points 0–199,48.0,Previous roles completed,Communications equipment,10961.0,Reserve: ≥1000,4<=X<7,1.0,Single adult,Co-gardener sponsor,2.0,No tangible assets,27.0,Partner bank,Own housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,bad
850,Points negative,12.0,Previous roles completed,Communications equipment,709.0,Reserve: <100,>=7,4.0,Single adult,No co-sponsor,4.0,Community plot share,57.0,Partner stores,Own housing,1.0,Unskilled resident,1.0,No phone,Newcomer,bad
467,Points negative,24.0,Delayed in prior commitments,Communications equipment,1659.0,Reserve: <100,<1,4.0,Adult w/ dependents or shared household,No co-sponsor,2.0,Shared tools,29.0,None,Rented housing,1.0,Unskilled resident,1.0,Has phone,Newcomer,bad
867,Points negative,18.0,Previous roles completed,Communications equipment,2389.0,Reserve: <100,<1,4.0,Adult w/ dependents or shared household,No co-sponsor,1.0,Shared tools,27.0,Partner stores,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
776,Points negative,24.0,Previous roles completed,Transport (new),1371.0,No reserve,1<=X<4,4.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Community plot share,25.0,None,Rented housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,bad
735,No points account,4.0,Issues on prior roles,Transport (new),3380.0,Reserve: <100,4<=X<7,1.0,Adult w/ dependents or shared household,No co-sponsor,1.0,Community plot share,37.0,None,Own housing,1.0,Skilled volunteer,2.0,No phone,Newcomer,good
270,No points account,24.0,Previous roles completed,Communications equipment,999.0,No reserve,>=7,4.0,Single adult,No co-sponsor,2.0,Shared tools,25.0,None,Own housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,good
615,No points account,18.0,Delayed in prior commitments,Workshop equipment,1808.0,Reserve: <100,4<=X<7,4.0,Adult w/ dependents or shared household,No co-sponsor,1.0,Community plot share,22.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,bad
510,No points account,39.0,Previous roles completed,Transport (used),8588.0,Reserve: 100–499,>=7,4.0,Single adult,No co-sponsor,2.0,Shared tools,45.0,None,Own housing,1.0,Highly skilled / lead,1.0,Has phone,Newcomer,good
344,Points 0–199,18.0,Previous roles completed,Microenterprise support,4439.0,Reserve: <100,>=7,1.0,Single adult,Co-gardener sponsor,1.0,Community plot share,33.0,Partner bank,Own housing,1.0,Highly skilled / lead,1.0,Has phone,Newcomer,good
479,Points 0–199,12.0,Previous roles completed,Microenterprise support,1037.0,Reserve: 100–499,4<=X<7,3.0,Single adult,No co-sponsor,4.0,Community plot share,39.0,None,Own housing,1.0,Unskilled resident,1.0,No phone,Newcomer,good
25,No points account,10.0,Issues on prior roles,Workshop equipment,2069.0,No reserve,1<=X<4,2.0,Committed/shared household,No co-sponsor,1.0,Shared tools,26.0,None,Own housing,2.0,Skilled volunteer,1.0,No phone,Local resident,good
75,Points negative,36.0,Previous roles completed,Training / education,1977.0,No reserve,>=7,4.0,Single adult,No co-sponsor,4.0,No tangible assets,40.0,None,Own housing,1.0,Highly skilled / lead,1.0,Has phone,Newcomer,bad
575,Points 0–199,9.0,Previous roles completed,Communications equipment,1082.0,Reserve: <100,>=7,4.0,Single adult,No co-sponsor,4.0,Shared tools,27.0,None,Own housing,2.0,Unskilled resident,1.0,No phone,Newcomer,good
899,No points account,15.0,Previous roles completed,Workshop equipment,2186.0,No reserve,4<=X<7,1.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Community plot share,33.0,Partner bank,Rented housing,1.0,Unskilled resident,1.0,No phone,Newcomer,good
76,Points negative,12.0,Issues on prior roles,Transport (used),1526.0,Reserve: <100,>=7,4.0,Single adult,No co-sponsor,4.0,No tangible assets,66.0,None,Hosted / no rent,2.0,Highly skilled / lead,1.0,No phone,Newcomer,good
444,No points account,12.0,Previous roles completed,Training / education,719.0,Reserve: <100,>=7,4.0,Single adult,No co-sponsor,4.0,Shared tools,41.0,Partner bank,Own housing,1.0,Unskilled resident,2.0,No phone,Newcomer,bad
443,Points 0–199,20.0,Delayed in prior commitments,Other project,2629.0,Reserve: <100,1<=X<4,2.0,Single adult,No co-sponsor,3.0,Shared tools,29.0,Partner bank,Own housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,good
903,No points account,36.0,Issues on prior roles,Transport (used),10477.0,No reserve,>=7,2.0,Single adult,No co-sponsor,4.0,No tangible assets,42.0,None,Hosted / no rent,2.0,Skilled volunteer,1.0,No phone,Newcomer,good
231,Points 200+,36.0,Previous roles completed,Communications equipment,4210.0,Reserve: <100,1<=X<4,4.0,Single adult,No co-sponsor,2.0,Shared tools,26.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,bad
403,No points account,24.0,Delayed in prior commitments,Microenterprise support,8648.0,Reserve: <100,<1,2.0,Single adult,No co-sponsor,2.0,Shared tools,27.0,Partner bank,Own housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,bad
350,Points 0–199,9.0,Issues on prior roles,Training / education,1136.0,Reserve: ≥1000,>=7,4.0,Single adult,No co-sponsor,3.0,No tangible assets,32.0,None,Hosted / no rent,2.0,Skilled volunteer,2.0,No phone,Newcomer,bad
765,No points account,24.0,Issues on prior roles,Transport (new),2463.0,Reserve: 100–499,4<=X<7,4.0,Committed/shared household,No co-sponsor,3.0,Long-term fund,27.0,None,Own housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,good
827,Points negative,18.0,Issues on prior roles,Transport (new),3966.0,Reserve: <100,>=7,1.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Community plot share,33.0,Partner bank,Rented housing,3.0,Skilled volunteer,1.0,Has phone,Newcomer,bad
110,Points 0–199,14.0,Previous roles completed,Microenterprise support,1410.0,Reserve: 500–999,>=7,1.0,Committed/shared household,No co-sponsor,2.0,Community plot share,35.0,None,Own housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
111,Points 0–199,6.0,Delayed in prior commitments,Microenterprise support,1449.0,Reserve: 100–499,>=7,1.0,Recently separated household,No co-sponsor,2.0,Shared tools,31.0,Partner bank,Own housing,2.0,Skilled volunteer,2.0,No phone,Newcomer,good
502,Points negative,36.0,Previous roles completed,Transport (used),5493.0,Reserve: <100,>=7,2.0,Single adult,No co-sponsor,4.0,No tangible assets,42.0,None,Hosted / no rent,1.0,Skilled volunteer,2.0,No phone,Newcomer,good
972,No points account,24.0,Previous roles completed,Transport (new),7393.0,Reserve: <100,1<=X<4,1.0,Single adult,No co-sponsor,4.0,Long-term fund,43.0,None,Own housing,1.0,Unskilled resident,2.0,No phone,Newcomer,good
744,Points negative,24.0,All roles on time,Workshop equipment,2483.0,Reserve: 500–999,1<=X<4,4.0,Single adult,No co-sponsor,4.0,Community plot share,22.0,Partner stores,Own housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
151,No points account,6.0,Previous roles completed,Communications equipment,1346.0,Reserve: 100–499,>=7,2.0,Single adult,No co-sponsor,4.0,No tangible assets,42.0,Partner bank,Hosted / no rent,1.0,Skilled volunteer,2.0,Has phone,Newcomer,good
959,Points negative,28.0,Previous roles completed,Transport (new),4006.0,Reserve: <100,1<=X<4,3.0,Single adult,No co-sponsor,2.0,Shared tools,45.0,None,Own housing,1.0,Unskilled resident,1.0,No phone,Newcomer,bad
605,Points 200+,10.0,Previous roles completed,Workshop equipment,1275.0,Reserve: <100,<1,4.0,Adult w/ dependents or shared household,No co-sponsor,2.0,Long-term fund,23.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
729,Points 0–199,48.0,All roles on time,Microenterprise support,6416.0,Reserve: <100,>=7,4.0,Adult w/ dependents or shared household,No co-sponsor,3.0,No tangible assets,59.0,None,Rented housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,bad
589,Points negative,18.0,Previous roles completed,Shared appliances,1217.0,Reserve: <100,1<=X<4,4.0,Committed/shared household,No co-sponsor,3.0,Community plot share,47.0,None,Own housing,1.0,Unskilled resident,1.0,Has phone,Newcomer,bad
965,Points 0–199,6.0,Previous roles completed,Plot repairs,454.0,Reserve: <100,<1,3.0,Committed/shared household,No co-sponsor,1.0,Long-term fund,22.0,None,Own housing,1.0,Unskilled resident,1.0,No phone,Newcomer,good
979,No points account,24.0,Delayed in prior commitments,Transport (new),2538.0,Reserve: <100,>=7,4.0,Single adult,No co-sponsor,4.0,Shared tools,47.0,None,Own housing,2.0,Unskilled resident,2.0,No phone,Newcomer,bad
180,Points negative,21.0,Issues on prior roles,Transport (new),571.0,Reserve: <100,>=7,4.0,Single adult,No co-sponsor,4.0,Community plot share,65.0,None,Own housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,good
315,Points 200+,4.0,Previous roles completed,Transport (new),1494.0,No reserve,<1,1.0,Single adult,No co-sponsor,2.0,Community plot share,29.0,None,Own housing,1.0,Unskilled resident,2.0,No phone,Local resident,good
714,Points negative,9.0,Issues on prior roles,Communications equipment,1138.0,Reserve: <100,1<=X<4,4.0,Single adult,No co-sponsor,4.0,Community plot share,25.0,None,Own housing,2.0,Unskilled resident,1.0,No phone,Newcomer,good
619,Points 0–199,30.0,Previous roles completed,Workshop equipment,3441.0,Reserve: 100–499,1<=X<4,2.0,Adult w/ dependents or shared household,Co-gardener sponsor,4.0,Shared tools,21.0,None,Rented housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,bad
95,Points 0–199,12.0,Previous roles completed,Transport (new),1318.0,Reserve: ≥1000,>=7,4.0,Single adult,No co-sponsor,4.0,Community plot share,54.0,None,Own housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
984,Points negative,36.0,Previous roles completed,Transport (used),8229.0,Reserve: <100,1<=X<4,2.0,Single adult,No co-sponsor,2.0,Long-term fund,26.0,None,Own housing,1.0,Skilled volunteer,2.0,No phone,Newcomer,bad
54,No points account,18.0,Previous roles completed,Transport (used),3378.0,No reserve,1<=X<4,2.0,Single adult,No co-sponsor,1.0,Long-term fund,31.0,None,Own housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
492,Points 0–199,27.0,No prior roles / all on time,Microenterprise support,8318.0,Reserve: <100,>=7,2.0,Adult w/ dependents or shared household,No co-sponsor,4.0,No tangible assets,42.0,None,Hosted / no rent,2.0,Highly skilled / lead,1.0,Has phone,Newcomer,bad
441,No points account,12.0,Previous roles completed,Transport (new),1884.0,Reserve: <100,>=7,4.0,Single adult,No co-sponsor,4.0,Shared tools,39.0,None,Own housing,1.0,Highly skilled / lead,1.0,Has phone,Newcomer,good
957,Points 200+,30.0,Issues on prior roles,Communications equipment,3656.0,No reserve,>=7,4.0,Single adult,No co-sponsor,4.0,Long-term fund,49.0,Partner stores,Own housing,2.0,Unskilled resident,1.0,No phone,Newcomer,good
181,No points account,36.0,Delayed in prior commitments,Microenterprise support,9572.0,Reserve: <100,<1,1.0,Recently separated household,No co-sponsor,1.0,Shared tools,28.0,None,Own housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,bad
983,Points 200+,21.0,Previous roles completed,Transport (new),2923.0,Reserve: 100–499,1<=X<4,1.0,Adult w/ dependents or shared household,No co-sponsor,1.0,Shared tools,28.0,Partner bank,Own housing,1.0,Highly skilled / lead,1.0,Has phone,Newcomer,good
496,Points negative,24.0,Previous roles completed,Workshop equipment,2996.0,No reserve,1<=X<4,2.0,Committed/shared household,No co-sponsor,4.0,Shared tools,20.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,bad
445,Points 0–199,48.0,Issues on prior roles,Workshop equipment,5096.0,Reserve: <100,1<=X<4,2.0,Adult w/ dependents or shared household,No co-sponsor,3.0,Shared tools,30.0,None,Own housing,1.0,Highly skilled / lead,1.0,Has phone,Newcomer,bad
